PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name
4639_05,0,1,313,2,33,0,0,0,0,0,0,28
4639_06,1,0,313,2,31,0,0,0,0,0,0,199
4647_01,0,1,3104,2,34,0,0,0,0,0,0,1443
4660_01,0,0,3106,2,18,0,0,1020,393,20,0,4088
4666_01,2,0,499,2,20,0,64,0,1214,523,0,3153
4669_01,1,1,109,2,37,0,0,0,0,0,0,298
4670_01,1,0,790,2,30,0,0,2506,0,419,528,3616
4671_01,2,0,2281,2,7,0,0,0,0,0,0,3656
4671_02,2,0,2281,2,32,0,0,0,0,0,0,2563
4671_03,0,0,2281,2,68,0,0,0,0,0,0,4082
4671_04,2,0,2281,2,0,0,0,0,0,0,0,3998
4674_01,0,0,2227,2,23,0,355,0,0,1035,0,3672
4675_01,1,0,292,0,38,0,5333,6602,177,234,0,187
4675_02,1,0,292,2,26,0,0,439,4460,2525,11225,2030
4681_01,1,0,89,0,29,0,55,2699,0,8096,198,2920
4682_01,0,0,3107,2,43,0,0,0,0,0,0,1714
4683_01,2,1,2283,2,38,0,0,0,0,0,0,1950
4683_02,2,0,2283,2,25,0,247,0,1062,0,0,496
4685_01,2,1,2229,2,18,0,0,0,0,0,0,2990
4687_01,0,0,3103,2,23,0,6,0,1,783,18,2551
4688_01,0,0,2231,2,26,0,755,0,109,0,0,1141
4692_01,1,0,317,2,45,0,413,835,1741,0,8443,3445
4697_01,2,1,2233,2,25,0,0,0,0,0,0,1
4698_01,2,1,2284,0,16,0,0,0,0,0,0,1864
4700_01,1,1,91,0,25,0,0,0,0,0,0,3098
4701_01,1,0,110,0,11,0,0,0,0,0,0,207
4701_02,1,1,110,0,22,0,0,0,0,0,0,3538
4701_03,1,1,110,2,38,0,219,0,0,0,0,2672
4701_04,1,1,110,2,25,0,0,0,177,0,0,2887
4702_01,0,1,3112,1,17,0,0,0,0,0,0,1500
4702_02,0,0,3112,2,20,0,416,205,0,0,0,1740
4703_01,1,1,319,2,24,0,0,0,0,0,0,2729
4703_02,1,1,319,0,37,0,0,0,0,0,0,3751
4705_01,1,0,320,2,32,0,0,439,0,8,19,1235
4705_02,1,0,320,2,32,0,10,924,0,56,2991,1736
4707_01,0,0,2285,2,20,0,0,163,0,1279,0,1346
4707_02,0,0,3105,2,50,0,219,0,0,303,0,2428
4715_01,1,0,111,2,33,0,0,0,0,0,0,4053
4716_01,0,0,2236,2,47,0,6,328,0,0,382,1312
4718_01,1,1,321,0,49,0,0,0,0,0,0,3130
4722_01,0,0,2288,2,20,0,827,0,0,0,0,2446
4724_01,1,1,501,2,26,0,0,0,0,0,0,1781
4727_01,0,0,3115,2,24,0,617,9,83,0,0,269
4727_02,0,0,3115,2,11,0,0,0,0,0,0,3983
4729_01,2,0,2240,2,47,0,704,12,11,0,1638,1748
4731_01,0,1,3108,2,22,0,0,0,0,0,0,167
4734_01,2,0,792,2,35,0,1734,0,365,0,0,585
4735_01,2,0,2241,0,25,0,854,0,596,0,0,3918
4736_01,2,1,2243,2,33,0,0,0,0,0,0,2798
4737_01,0,0,793,2,20,0,0,40,9,120,622,1242
4740_01,0,1,3117,2,16,0,0,0,177,0,0,3884
4742_01,2,0,2244,2,29,0,1071,27,58,0,0,3217
4745_01,0,1,3109,2,16,0,0,0,0,0,0,725
4747_01,1,1,494,2,43,0,0,0,0,0,0,2721
4747_02,1,0,494,2,33,0,0,1376,26,159,1649,2647
4749_01,0,0,2290,2,16,0,262,0,1,825,0,3783
4751_01,0,0,2292,2,22,0,390,98,0,278,39,2553
4760_01,0,0,2246,0,18,0,5,526,0,0,122,2313
4761_01,0,1,3111,0,36,0,0,0,0,0,0,2268
4761_02,0,1,3111,2,17,0,0,0,0,0,0,1635
4761_03,0,0,2293,2,34,0,0,919,0,0,51,1119
4765_01,0,1,3113,2,1,0,0,0,0,0,0,2252
4766_01,2,1,2247,2,24,0,0,0,0,0,0,3905
4767_01,0,0,2295,2,20,0,43,443,642,0,0,3348
4768_01,1,0,503,2,56,0,0,2345,39,338,452,4128
4768_02,1,1,503,2,26,0,0,0,0,0,0,3070
4771_01,0,0,2249,2,35,0,0,579,132,0,0,2457
4776_01,2,0,2297,0,3,0,0,0,0,0,0,3139
4776_02,2,0,794,2,23,0,0,0,0,0,0,491
4776_03,2,1,2297,2,19,0,0,0,0,0,0,1221
4776_04,2,0,2297,2,0,0,0,0,0,0,0,456
4779_01,0,0,3114,2,30,0,8,18,0,0,1779,1194
4781_01,0,0,2250,2,50,0,0,0,9,819,0,3816
4789_01,2,1,795,2,15,0,0,0,0,0,0,162
4799_01,2,0,2300,2,19,0,794,0,2,0,191,2761
4799_02,2,0,2300,2,29,0,32,1017,1,0,755,3301
4799_03,2,0,2300,2,35,0,611,0,409,0,20,1945
4800_01,0,0,3121,2,45,0,0,0,61,199,514,3968
4802_01,0,1,3116,2,0,0,0,0,0,0,0,2560
4802_02,0,0,3116,1,74,0,568,17,0,303,1,1467
4805_01,0,1,2691,0,24,0,0,0,0,0,0,4015
4806_01,2,0,803,2,39,0,1,0,1048,0,0,976
4809_01,0,0,2303,2,18,0,4,13,0,1784,137,1473
4811_01,0,1,3122,1,39,0,0,0,0,0,0,947
4812_01,1,1,797,2,33,0,0,0,0,0,0,482
4816_01,0,0,2253,1,21,0,101,439,71,17,279,2012
4820_01,1,0,113,2,35,0,0,6607,0,706,363,3619
4820_02,1,0,113,0,66,0,165,1329,0,230,7749,483
4821_01,0,0,2255,2,14,0,14,0,135,0,818,1147
4824_01,2,0,495,2,20,0,71,2,2121,0,0,3340
4825_01,2,1,2256,2,18,0,0,0,0,0,0,492
4826_01,1,0,805,2,36,0,0,2313,12,194,10,385
4833_01,1,0,32,0,27,1,0,273,0,2597,4093,41
4833_02,1,0,115,2,51,0,0,2387,177,1866,54,2780
4834_01,0,1,3124,2,18,0,0,0,0,0,0,27
4835_01,0,0,2306,2,46,0,2,90,0,1351,0,1036
4839_01,2,0,2257,2,67,0,1365,0,1296,9,0,901
4843_01,0,0,3118,2,24,0,207,0,62,0,452,3330
4843_02,0,0,3118,1,35,0,219,607,0,0,1145,1823
4844_01,0,0,2259,2,14,0,40,0,497,0,285,2250
4849_01,2,1,2308,2,22,0,0,0,0,0,0,1188
4852_01,0,1,3119,1,20,0,0,0,0,0,0,2279
4854_01,2,1,2260,2,23,0,0,0,0,0,0,3638
4855_01,0,1,3120,1,23,0,0,0,0,0,0,3239
4855_02,0,1,3120,2,21,0,0,0,177,0,0,1983
4858_01,2,0,504,2,36,0,3341,0,558,0,0,3828
4859_01,0,1,3126,2,19,0,0,0,0,0,0,910
4860_01,0,0,2261,1,22,0,0,0,292,261,0,2653
4861_01,0,0,798,2,58,0,70,0,292,356,0,749
4865_01,0,0,2310,2,14,0,1538,22,0,11,2,1978
4867_01,0,0,2311,2,18,0,0,8,0,433,482,1291
4869_01,0,0,2691,2,40,0,48,4,351,54,443,3821
4872_01,0,0,2263,2,24,0,0,5,6,486,205,2183
4877_01,2,0,2267,2,26,0,80,0,199,288,0,3202
4894_01,0,1,3130,2,16,0,0,0,0,0,0,2376
4905_01,0,1,3125,0,29,0,0,0,0,0,0,333
4906_01,0,0,3134,2,21,0,699,0,63,2,19,3503
4907_01,0,1,3136,2,17,0,0,0,0,0,0,1342
4908_01,0,0,2314,2,23,0,115,464,0,303,20,1772
4914_01,2,0,807,2,22,0,1299,0,0,0,0,1212
4919_01,0,0,2271,0,20,0,637,439,0,193,0,2814
4921_01,1,0,116,0,38,0,29,666,0,1641,7985,806
4922_01,0,0,809,0,37,0,0,789,0,0,0,1851
4926_01,2,0,799,2,31,0,1596,0,453,0,86,3205
4928_01,2,0,1058,0,27,0,345,0,1025,91,0,394
4931_01,0,0,3127,2,31,0,0,0,1010,9,0,3212
4935_01,0,0,3128,2,21,0,97,41,0,436,52,648
4935_02,0,1,3128,1,36,0,0,0,0,0,0,571
4935_03,0,0,3128,1,20,0,0,0,541,0,0,2656
4936_01,0,0,3129,1,36,0,55,4,0,0,1784,2549
4947_01,0,0,3138,1,40,0,0,20,143,98,461,3988
4948_01,2,0,498,2,25,0,1117,0,33,1238,0,2944
4949_01,1,1,296,2,32,1,0,0,0,0,0,415
4949_02,1,0,296,0,25,0,0,1255,0,5229,3152,2352
4953_01,1,1,2691,2,49,0,0,0,0,0,0,3555
4955_01,2,0,1060,2,28,0,1104,0,163,19,61,888
4957_01,1,1,297,0,58,0,0,0,0,0,0,322
4959_01,2,1,2275,2,29,0,0,0,0,0,0,1176
4960_01,0,0,2276,2,22,0,0,0,12,689,2,2150
4962_01,2,0,1062,2,61,0,0,0,0,0,0,2890
4966_01,1,0,118,2,28,0,0,9933,0,134,70,1226
4966_02,1,1,118,2,24,0,0,0,0,0,0,49
4967_01,0,0,1063,0,40,0,219,0,0,0,127,2874
4968_01,0,1,3135,2,29,0,0,0,0,0,0,1842
4969_01,0,0,1064,0,15,0,78,515,132,0,137,2088
4969_02,0,0,3137,1,29,0,9,0,663,0,0,863
4971_01,0,1,3140,1,18,0,0,439,0,0,0,2442
4976_01,0,0,2691,1,28,0,213,439,1317,199,0,361
4982_01,0,1,3142,2,24,0,0,0,0,0,0,4065
4984_01,0,0,2279,2,18,0,0,130,0,429,0,817
4984_02,0,0,2279,1,21,0,690,0,0,49,7,307
4985_01,2,1,2280,2,25,0,0,0,0,0,0,1737
4986_01,0,0,1065,0,16,0,0,81,1,0,778,516
4988_01,1,1,97,2,49,0,0,0,0,0,0,111
4993_01,0,0,810,2,28,0,0,610,1014,0,0,2154
4994_01,0,0,3143,2,22,0,0,0,0,732,311,2190
5001_01,0,0,3145,2,11,0,0,0,0,0,0,3175
5002_01,0,1,3146,0,26,0,0,0,0,0,0,3169
5011_01,0,1,3139,0,17,0,0,0,0,0,0,2134
5022_01,0,0,2691,2,26,0,0,115,307,420,0,2363
5024_01,0,0,3148,2,0,0,0,0,0,0,0,1471
5024_02,0,0,3148,2,29,0,0,0,0,0,0,1891
5024_03,0,0,3148,2,4,0,0,0,0,0,0,39
5024_04,0,0,2286,2,19,0,0,0,97,99,449,3462
5024_05,0,1,3148,0,5,0,0,0,0,0,0,3331
5026_01,0,0,801,2,35,0,57,97,455,109,0,2475
5029_01,1,1,98,0,25,0,0,0,0,0,0,533
5029_02,1,1,98,2,26,0,0,0,0,0,0,1796
5030_01,0,0,3149,2,34,0,4,12,858,0,32,1085
5031_01,1,0,25,0,21,0,0,438,0,0,2175,3192
5031_02,1,0,25,2,26,0,0,6442,0,681,756,418
5033_01,1,0,99,2,32,0,0,5209,0,22,3062,2590
5033_02,1,0,99,2,40,0,0,1262,0,6162,6,4031
5037_01,2,0,811,2,13,0,0,0,0,0,0,3433
5038_01,2,0,2691,0,29,0,465,0,169,102,2104,556
5038_02,2,1,1071,2,11,0,0,0,0,0,0,934
5041_01,0,0,2287,0,25,0,3,414,4,245,143,1658
5043_01,2,1,1073,2,31,0,0,0,0,0,0,1643
5043_02,2,1,1073,0,51,0,0,0,0,0,0,4124
5043_03,2,0,802,2,20,0,0,0,0,0,0,1638
5045_01,2,1,2289,2,32,0,0,0,0,0,0,2995
5046_01,0,1,3151,2,22,0,0,0,0,0,0,2490
5047_01,0,1,3152,1,38,0,0,0,0,0,0,3517
5049_01,0,0,804,2,26,0,13,1,0,8,765,1570
5053_01,1,0,27,2,42,1,2,722,0,1035,368,216
5054_01,2,0,2291,2,57,0,1337,0,0,1080,0,3246
5055_01,0,1,3141,2,38,0,0,0,0,0,0,1499
5056_01,2,0,1076,2,23,0,663,392,6023,4,0,4073
5056_02,2,0,1076,0,32,0,38,0,1423,0,0,2958
5066_01,0,0,1077,2,15,0,0,43,2837,6,140,2741
5071_01,0,0,1079,2,41,0,219,1478,0,303,3,3585
5075_01,0,0,2691,2,19,0,0,5,716,0,0,2461
5077_01,2,0,1081,2,26,0,830,33,1030,3,29,548
5078_01,0,0,3144,1,29,0,1627,0,0,110,0,1515
5079_01,2,1,2294,2,20,0,0,0,0,0,0,1559
5081_01,0,0,1082,2,19,0,1171,1460,0,36,0,1076
5082_01,1,0,324,2,30,0,2019,1686,129,99,933,3384
5086_01,2,1,2296,2,58,0,0,0,0,0,0,2806
5086_02,2,0,812,2,17,0,55,0,994,0,0,2838
5092_01,0,0,2298,2,29,0,7,0,703,66,0,2678
5094_01,0,1,3147,1,19,0,0,0,0,0,0,1982
5094_02,0,0,1083,0,20,0,0,68,31,167,381,2451
5096_01,2,0,2299,2,54,0,1108,0,53,496,0,884
5096_02,2,0,814,2,21,0,542,0,1222,98,484,1843
5098_01,0,0,2301,2,44,0,0,83,0,68,586,2783
5098_02,0,1,2691,1,11,0,0,0,0,0,0,3563
5098_03,0,1,3153,0,2,0,0,0,0,0,0,1113
5099_01,0,0,1088,2,20,0,1330,0,177,0,49,684
5100_01,2,1,2302,2,50,0,0,0,0,0,0,1695
5101_01,0,0,2304,2,27,0,0,91,945,0,0,1906
5102_01,0,0,1090,1,28,0,0,0,3,654,0,1597
5107_01,0,0,1091,2,33,0,1449,0,0,0,0,4113
5110_01,2,1,500,0,23,0,0,0,0,0,0,3456
5113_01,0,0,3155,2,22,0,0,0,0,889,0,1670
5114_01,2,1,2305,2,44,0,0,0,0,0,0,3996
5117_01,2,0,806,2,45,0,458,0,838,0,3,2830
5118_01,1,0,119,0,20,0,219,2988,0,419,106,2602
5119_01,2,0,808,2,26,0,6,0,1041,303,0,3997
5121_01,0,0,3150,2,18,0,0,0,19,746,5,2007
5123_01,0,0,1093,1,21,0,742,0,15,0,0,869
5131_01,1,0,100,0,26,0,219,5824,0,327,1508,65
5131_02,1,1,100,0,55,0,0,0,0,0,0,557
5134_01,2,0,816,2,24,0,1347,0,1,2,7,712
5135_01,0,0,1095,2,27,0,0,0,70,2026,13,1900
5139_01,0,0,1096,0,18,0,231,508,594,0,585,630
5141_01,2,1,1097,2,20,0,0,0,0,0,0,241
5143_01,0,0,2307,2,31,0,0,820,16,29,2,1589
5147_01,0,0,3157,2,37,0,5,0,849,0,0,3790
5149_01,1,0,101,1,37,1,0,16963,0,11483,5220,1140
5149_02,1,1,101,0,57,0,0,0,0,0,0,2858
5150_01,2,1,2309,2,39,0,0,0,0,0,0,875
5153_01,0,1,3158,2,20,0,0,0,0,0,0,3388
5155_01,2,0,1101,2,18,0,85,0,683,570,0,1863
5159_01,1,0,103,0,29,1,47,2914,0,303,259,4157
5159_02,1,0,103,0,31,0,0,837,0,1,4102,2970
5164_01,1,1,328,0,27,0,0,0,0,0,311,2703
5164_02,1,1,2691,2,43,0,0,0,0,0,0,3499
5168_01,0,0,1103,2,29,0,0,0,27,1358,0,3704
5169_01,2,0,507,0,32,0,679,138,4,359,0,1518
5172_01,0,0,3154,2,19,0,0,180,712,0,886,370
5178_01,0,0,2312,2,50,0,171,537,37,0,3,3601
5183_01,0,0,2313,2,19,0,0,0,717,0,0,262
5189_01,1,0,35,0,44,0,0,2175,0,25,311,56
5191_01,1,0,502,2,49,0,0,291,0,1320,2092,3392
5195_01,1,0,298,0,30,0,4,92,2488,2182,1210,132
5200_01,0,0,2315,2,41,0,824,0,0,0,47,1132
5203_01,1,0,300,0,34,0,0,7492,25,1116,3,2965
5203_02,1,1,300,0,30,0,0,0,0,0,0,2532
5212_01,0,0,3160,1,22,0,0,305,148,250,134,609
5215_01,1,0,818,2,29,0,0,17,0,0,7312,2341
5219_01,2,1,1057,2,32,0,0,0,0,0,0,3640
5219_02,2,0,1057,1,40,0,162,0,1599,303,0,3807
5222_01,0,1,3161,2,50,0,0,0,0,0,0,1111
5228_01,0,0,3163,1,31,0,0,0,0,267,507,559
5228_02,0,1,3163,0,1,0,219,0,0,303,0,2747
5231_01,0,0,3165,2,30,0,42,2,1565,1961,0,2059
5232_01,1,0,331,0,29,1,4195,45,0,6298,438,1792
5232_02,1,0,331,0,41,0,0,83,0,3817,1115,1749
5233_01,2,0,1109,2,34,0,224,0,995,0,0,696
5237_01,2,1,1111,2,14,0,0,0,0,0,0,713
5241_01,0,0,1113,0,13,0,1,457,93,23,0,3600
5241_02,0,1,3159,1,16,0,0,0,0,0,0,4006
5245_01,1,0,28,0,25,0,0,2386,0,417,425,2973
5259_01,0,0,3168,0,17,0,68,5,0,692,81,1550
5261_01,0,0,1061,2,41,0,1673,729,0,303,0,1131
5263_01,2,0,1117,0,28,0,1431,0,39,3,0,1952
5267_01,0,0,3164,2,3,0,0,0,0,0,0,3586
5267_02,0,1,3164,2,18,0,0,0,0,0,0,2405
5267_03,0,0,1118,2,20,0,62,272,1613,88,41,1629
5270_01,0,1,2691,1,32,0,0,0,0,0,0,362
5283_01,0,0,3166,1,59,0,0,179,225,6,304,1087
5284_01,1,1,813,2,52,0,0,0,0,0,0,475
5285_01,1,1,302,2,47,0,0,0,0,0,0,1248
5286_01,1,0,509,0,56,0,219,1213,2,3081,24,858
5289_01,2,0,1122,2,24,0,54,370,725,0,0,2836
5293_01,0,0,3167,2,13,0,893,0,0,0,0,303
5293_02,0,0,815,2,15,0,905,13,43,19,0,1380
5294_01,0,0,1066,2,40,0,0,316,121,434,0,1990
5295_01,0,0,107,0,30,0,710,29,1618,3605,367,2681
5296_01,1,0,335,2,25,0,0,32,0,2095,692,3381
5302_01,2,0,1067,2,10,0,0,0,0,0,0,898
5306_01,2,0,1069,0,28,0,794,0,614,0,0,927
5306_02,2,0,506,2,36,0,41,0,3509,0,0,3178
5308_01,0,0,3175,1,12,0,0,0,0,0,0,3249
5308_02,0,1,3175,2,26,0,0,0,0,0,0,2289
5308_03,0,0,3175,2,33,0,0,26,70,0,678,3362
5309_01,1,1,304,2,42,0,0,439,0,0,0,645
5311_01,0,1,3169,2,31,0,0,0,0,0,0,1479
5317_01,0,0,3177,2,20,0,775,3,0,30,0,3953
5317_02,0,1,3177,0,24,0,0,0,0,0,0,1198
5318_01,0,1,3170,2,37,0,0,0,0,0,0,1340
5318_02,0,0,1126,2,19,0,33,1972,14,0,1,2393
5319_01,2,0,1127,2,13,0,1082,91,64,0,311,341
5321_01,0,0,1070,1,23,0,8,0,0,340,310,3315
5324_01,0,0,3171,2,44,0,0,0,0,0,0,3166
5328_01,1,1,305,2,36,0,0,0,0,0,0,10
5329_01,0,0,817,2,79,0,0,53,0,4,1568,1709
5329_02,0,1,3172,1,1,0,0,0,0,0,0,2054
5329_03,0,0,3172,2,12,0,0,0,0,0,0,2141
5329_04,0,0,3172,2,8,0,0,0,0,0,0,557
5329_05,0,0,2691,1,45,0,0,311,115,4,328,1102
5329_06,0,0,3172,2,10,0,0,0,0,0,0,3421
5329_07,0,0,3172,2,3,0,0,0,0,0,0,2248
5332_01,0,0,1130,2,37,0,24,1361,0,0,0,1120
5335_01,1,1,29,0,43,0,0,0,0,0,0,72
5335_02,1,1,29,2,38,0,0,0,0,0,0,2607
5335_03,1,0,29,0,33,0,4781,4132,0,4,39,3617
5335_04,1,0,29,0,25,0,13,3209,0,24,330,1261
5336_01,0,0,1131,2,42,0,0,3,693,50,0,3852
5338_01,0,0,1072,2,35,0,0,1046,2,0,0,1287
5339_01,1,0,307,0,35,0,0,2301,0,302,728,68
5339_02,1,0,307,2,30,0,0,2895,0,77,26,457
5339_03,1,1,307,0,33,0,0,0,0,0,0,2637
5342_01,0,0,820,2,30,0,641,0,0,0,1,268
5349_01,0,1,3173,1,23,0,0,0,0,0,0,1208
5352_01,0,1,3174,2,13,0,0,0,0,0,0,3037
5357_01,1,1,108,2,32,0,0,0,0,0,0,427
5357_02,1,1,108,2,17,0,0,0,0,0,0,2117
5357_03,1,0,108,0,37,1,1181,797,0,2490,1,3677
5357_04,1,0,108,2,49,0,0,300,0,1822,349,3641
5358_01,1,0,819,2,53,0,0,1634,0,1,503,4059
5364_01,0,1,3176,0,27,0,0,0,177,0,0,3014
5369_01,2,0,1137,2,26,0,178,0,1168,0,0,3574
5369_02,2,0,511,2,50,0,2335,2,46,1,0,1000
5369_03,2,1,1137,0,17,0,0,0,0,0,0,3660
5370_01,0,0,3178,2,22,0,0,0,906,303,2,2454
5371_01,2,1,1074,2,8,0,0,0,0,0,0,950
5371_02,2,0,823,2,42,0,620,0,318,0,16,1696
5371_03,2,1,1074,2,30,0,0,0,0,0,0,788
5371_04,2,0,1074,0,4,0,0,0,0,0,0,3002
5373_01,0,0,1075,2,27,0,465,0,76,2,883,3084
5376_01,1,1,309,0,15,0,0,0,0,0,0,178
5376_02,1,1,309,2,38,0,0,0,0,0,0,864
5377_01,1,1,310,0,51,0,0,0,0,0,0,1797
5381_01,2,0,1078,2,26,0,766,0,145,1284,170,3401
5382_01,1,1,337,0,34,0,0,439,0,0,0,3678
5382_02,1,1,337,0,45,0,0,0,0,0,0,505
5386_01,0,1,3179,2,18,0,0,0,0,0,0,3422
5391_01,0,0,1139,1,21,0,0,1,0,660,0,1963
5393_01,0,0,1140,2,23,0,744,0,0,16,193,3418
5398_01,2,1,1142,2,24,0,0,0,0,0,0,608
5399_01,0,0,1080,2,20,0,0,50,50,1179,3,1579
5400_01,0,1,2691,2,32,0,0,0,0,0,0,3198
5403_01,0,0,824,2,22,0,0,0,1,1,785,3235
5405_01,0,0,821,2,13,0,94,0,0,889,0,1633
5407_01,2,0,825,2,42,0,0,0,0,0,0,4043
5409_01,0,0,826,2,19,0,0,0,0,791,0,841
5417_01,2,0,828,2,24,0,372,439,1,0,3085,789
5419_01,0,0,1144,1,45,0,153,111,16,10,488,363
5426_01,0,0,1084,2,35,0,91,1797,123,0,163,2176
5428_01,0,0,1085,2,16,0,444,0,1,231,84,2357
5428_02,0,1,2691,2,16,0,0,0,0,0,0,2500
5429_01,0,0,1146,2,43,0,49,20,0,0,1075,787
5432_01,0,0,1149,2,31,0,0,8,1987,0,0,800
5433_01,1,0,36,2,29,0,0,4853,0,150,50,3042
5439_01,2,0,1089,2,22,0,1301,0,545,0,8,1564
5442_01,0,0,1092,2,48,0,0,79,0,4,1366,2208
5444_01,0,0,1094,0,20,0,557,164,1,0,0,3417
5448_01,2,0,508,2,35,0,1400,0,984,0,0,3029
5449_01,0,0,2691,0,23,0,56,272,35,264,0,3882
5456_01,0,0,1152,2,28,0,478,0,202,0,36,1602
5460_01,0,0,1155,1,19,0,24,1,115,37,479,731
5461_01,1,0,832,0,45,0,0,2570,0,1510,2777,1646
5464_01,0,0,834,2,16,0,41,0,0,1029,624,1884
5473_01,0,0,3180,2,3,0,0,0,0,0,0,2075
5473_02,0,0,1157,1,60,0,219,0,0,690,0,1508
5481_01,1,1,125,2,33,1,0,0,0,0,0,2861
5482_01,0,0,836,0,25,0,5,471,0,1,216,283
5482_02,0,0,1098,2,37,0,867,6,0,0,0,557
5486_01,2,0,1100,2,51,0,29,0,1789,2,0,3063
5493_01,0,1,3184,0,29,0,0,0,0,0,0,3930
5495_01,2,1,1159,2,39,0,0,0,0,0,0,920
5498_01,0,1,3183,2,29,0,0,0,0,0,0,834
5498_02,0,1,3183,2,27,0,0,0,0,0,0,2569
5502_01,0,0,1160,2,38,0,0,2016,0,4,0,2824
5503_01,0,0,837,2,13,0,1601,1,0,1,0,332
5505_01,0,0,1102,2,33,0,588,1,0,2,64,1127
5505_02,0,0,3185,2,45,0,0,0,0,0,0,1941
5505_03,0,0,3185,0,0,0,0,0,0,0,311,2091
5513_01,0,1,3187,1,18,0,0,0,0,0,0,1715
5513_02,0,1,3187,2,0,0,0,0,0,0,0,2752
5513_03,0,0,1104,2,38,0,28,0,0,696,0,1148
5513_04,0,0,3187,0,0,0,0,0,0,303,0,3583
5516_01,0,0,1105,0,21,0,0,0,9,0,630,168
5518_01,1,0,37,0,56,0,166,1006,0,1729,16,1783
5519_01,1,0,39,2,38,0,0,374,223,629,78,1433
5525_01,2,0,1161,2,35,0,221,10,361,16,8,4086
5532_01,0,0,840,0,34,0,0,12,706,1,0,1656
5533_01,0,0,3189,2,15,0,4,0,0,697,43,1623
5534_01,0,0,827,1,22,0,0,225,117,0,317,703
5542_01,2,0,1163,2,28,0,2287,0,276,16,0,4160
5547_01,0,1,3186,2,18,0,0,0,0,0,0,1448
5548_01,1,0,510,0,47,0,0,2882,0,324,603,351
5549_01,1,1,517,2,23,0,0,0,0,0,0,3618
5553_01,2,1,1166,2,44,0,0,0,0,0,0,2333
5553_02,2,0,1166,2,18,0,163,0,1079,0,0,1855
5554_01,0,1,3188,2,21,0,0,0,177,0,0,2071
5558_01,2,0,2691,2,65,0,1004,0,108,47,22,3179
5562_01,1,1,512,2,18,0,0,0,0,0,0,557
5562_02,1,1,512,0,27,0,0,0,0,0,0,3559
5564_01,0,0,1167,2,16,0,641,0,0,118,814,2135
5565_01,0,0,3191,2,17,0,17,275,0,616,0,2700
5567_01,0,0,1107,2,19,0,1237,0,0,0,7,1299
5570_01,0,1,3192,1,33,0,0,0,0,0,0,576
5576_01,0,0,1108,2,20,0,296,0,397,0,1,2651
5577_01,0,1,3194,1,10,0,0,0,0,0,0,3796
5577_02,0,0,3194,2,6,0,0,0,0,0,311,524
5577_03,0,1,3194,2,0,0,0,0,0,0,0,2026
5577_04,0,1,3194,2,0,0,0,439,0,0,0,557
5577_05,0,1,3194,2,4,0,0,0,0,0,0,3910
5579_01,1,1,112,2,29,0,0,0,0,0,0,3683
5584_01,2,1,1170,2,27,0,0,0,0,0,0,3091
5584_02,2,0,830,0,54,0,2083,0,21,0,0,3906
5588_01,2,0,1110,2,24,0,18,25,0,0,1256,4074
5588_02,2,1,1110,2,47,0,0,0,0,0,0,928
5588_03,2,1,1110,2,16,0,0,0,0,0,0,933
5588_04,0,0,1110,2,59,0,4,10,1143,0,0,2431
5588_05,2,1,1110,2,31,0,0,0,0,0,0,1519
5590_01,2,1,842,2,28,0,0,0,0,0,0,2538
5593_01,0,0,1175,2,23,0,219,0,0,0,809,3056
5597_01,0,0,1112,0,19,0,0,680,0,7,0,2206
5600_01,0,1,3190,1,18,0,0,0,0,0,0,3974
5604_01,2,0,1115,1,28,0,394,35,217,0,0,3468
5605_01,0,0,1116,2,13,0,730,0,402,0,0,1428
5607_01,2,1,845,2,33,0,0,0,0,0,0,599
5612_01,0,1,3196,2,28,0,0,0,0,0,0,31
5617_01,0,0,1119,2,17,0,2109,0,0,0,41,1023
5620_01,2,0,831,2,36,1,79,0,1220,0,0,1172
5620_02,2,0,1177,2,29,1,1221,0,460,0,0,4080
5621_01,0,0,3199,2,18,0,0,0,0,470,340,579
5624_01,0,1,3200,2,37,0,0,0,0,0,311,557
5630_01,1,0,132,2,36,0,0,0,0,0,0,2022
5632_01,1,1,312,2,44,0,0,0,0,0,0,208
5633_01,0,0,1178,2,21,0,733,8,130,0,61,1986
5634_01,2,0,515,2,20,0,270,1,2127,0,181,3874
5635_01,0,0,846,2,45,0,838,5,0,153,0,1669
5636_01,0,0,833,2,28,0,0,76,0,5,909,3276
5638_01,0,1,3201,2,20,0,0,0,0,0,0,3168
5641_01,0,1,3203,2,18,0,0,0,0,0,0,1498
5649_01,2,1,1180,0,29,0,0,0,0,0,0,544
5654_01,0,0,3195,2,19,0,787,2,20,0,0,569
5656_01,0,0,1182,1,27,0,0,0,632,53,7,1086
5657_01,1,0,42,0,26,0,0,0,6,2567,2273,3214
5658_01,2,0,1183,2,29,0,921,0,632,705,1,2993
5660_01,2,0,835,2,18,0,113,0,0,117,817,4111
5664_01,0,0,3204,2,12,0,0,0,0,0,0,3612
5664_02,0,0,3204,2,0,0,0,0,0,0,0,91
5664_03,0,0,3204,2,2,0,0,0,0,0,0,3877
5664_04,0,0,1121,0,16,0,0,642,72,0,3,1757
5665_01,0,0,1123,2,17,0,18,2,0,0,1020,1126
5666_01,2,0,838,2,20,0,1864,0,207,0,311,3541
5668_01,1,1,848,2,30,0,0,0,0,0,0,2606
