PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
5247_01,0,0,6323,2,38,0,6,2324,0,0,0,6744,1
5248_01,0,0,6336,2,28,0,607,0,0,227,0,7746,1
5249_01,2,0,1740,2,25,0,922,0,1,91,0,1867,0
5250_01,2,1,2204,2,22,0,0,0,0,0,0,1831,1
5251_01,2,0,2287,2,33,0,705,0,1905,13,0,5794,1
5252_01,0,0,2206,2,35,0,202,1309,60,0,0,2595,1
5253_01,0,0,2208,2,24,0,290,64,413,35,0,601,1
5254_01,1,1,314,2,31,0,0,0,0,0,0,1597,1
5254_02,1,1,314,2,16,0,0,0,0,0,0,6266,1
5254_03,1,1,6156,2,28,0,0,0,0,0,0,6888,1
5254_04,1,0,314,0,8,0,0,0,0,0,0,6915,1
5255_01,2,1,2211,2,20,0,0,0,0,0,0,1847,1
5256_01,2,0,1124,2,26,0,41,0,444,572,0,5152,0
5257_01,1,0,274,0,43,0,0,1001,0,2393,0,2341,0
5258_01,1,0,756,2,70,0,241,1065,0,2290,2,404,1
5260_01,0,1,6325,0,17,0,0,0,0,0,0,6440,1
5262_01,0,1,6328,2,14,0,0,0,0,0,0,62,1
5264_01,0,1,6338,2,21,0,0,0,0,0,0,4477,1
5264_02,0,0,2212,0,37,0,0,0,163,0,486,5338,1
5265_01,0,0,2289,2,15,0,0,400,0,0,702,7795,0
5266_01,1,0,97,0,20,0,0,290,0,1866,217,277,0
5266_02,1,0,758,0,36,1,13,196,3,0,12323,7102,0
5268_01,0,0,2213,2,14,0,0,56,174,0,2,1240,1
5269_01,0,0,1753,2,21,0,38,1,591,1,31,5673,1
5271_01,0,0,2291,2,28,0,89,3,571,258,0,4710,0
5272_01,2,1,2293,2,20,0,0,0,0,0,0,6395,1
5273_01,0,0,2295,2,26,0,0,0,827,1,0,4884,0
5274_01,0,0,2297,2,25,0,662,34,0,79,148,8227,0
5275_01,0,0,2214,2,29,0,0,10,0,594,120,4267,0
5276_01,1,0,276,0,39,1,0,2868,0,5,1968,5943,1
5277_01,0,0,2299,2,18,0,0,0,0,87,1232,1114,1
5278_01,1,1,316,0,37,0,0,0,0,0,0,5498,1
5279_01,0,0,6329,2,28,0,467,458,0,0,307,656,0
5280_01,0,0,2216,2,18,0,0,0,2728,0,305,2587,1
5281_01,0,0,2302,2,30,0,0,6,621,311,433,2760,0
5282_01,0,0,1755,2,35,0,35,0,14,0,816,3067,1
5282_02,0,0,2218,2,26,0,0,196,0,0,487,2911,1
5282_03,0,1,6341,0,0,0,0,0,0,0,0,4663,1
5287_01,0,0,6342,1,42,0,0,458,0,214,50,7041,1
5288_01,0,0,2304,2,36,0,1,716,3,0,57,7652,1
5290_01,0,0,2305,2,31,0,1177,2,0,311,1,1351,0
5291_01,0,0,6332,0,27,0,3905,7,0,4,53,5136,0
5292_01,1,0,759,2,25,0,0,4313,0,175,60,1593,1
5297_01,0,1,6335,2,32,0,0,0,0,0,0,1450,1
5298_01,0,1,6344,2,14,0,0,0,0,0,0,6620,1
5299_01,0,1,6345,2,16,0,0,0,0,0,0,1372,1
5300_01,0,1,6346,0,51,0,0,0,0,0,0,3762,1
5301_01,1,1,280,2,21,0,0,0,0,0,0,450,1
5301_02,1,1,280,0,31,0,0,0,0,0,0,6786,1
5303_01,0,0,6156,2,9,0,0,0,0,0,0,6135,0
5303_02,0,0,6337,2,7,0,0,0,0,0,0,5069,1
5303_03,0,0,6337,2,3,0,0,0,0,0,0,4353,1
5303_04,0,1,6337,2,2,0,0,0,0,0,0,8410,1
5303_05,0,0,6337,0,7,0,0,0,0,0,0,6689,0
5304_01,2,0,2221,2,18,0,1744,0,8,8,0,7543,0
5304_02,2,1,2221,2,33,0,0,0,0,0,0,4169,1
5305_01,0,0,2307,2,23,0,0,2891,0,6,0,2686,1
5307_01,1,1,317,2,13,0,225,0,0,0,0,5640,1
5310_01,2,0,2225,2,32,0,4702,0,449,190,0,2369,0
5312_01,1,1,282,2,27,0,0,0,0,0,0,7374,1
5313_01,0,0,2309,2,23,0,0,491,0,61,0,7839,1
5314_01,1,0,761,2,25,0,0,3625,0,0,168,7108,1
5315_01,0,0,2310,2,18,0,454,0,0,324,0,3624,0
5316_01,2,1,2311,0,23,0,0,0,0,0,0,1587,1
5320_01,1,1,1743,0,31,0,0,0,0,0,0,2874,1
5320_02,1,0,1743,2,32,0,0,1301,0,94,356,3661,0
5322_01,2,1,2316,2,22,0,0,0,0,311,305,341,1
5323_01,2,1,2318,2,38,0,0,0,0,311,0,1854,1
5325_01,0,0,2228,1,21,0,751,5,0,1,0,8119,1
5326_01,2,1,2320,2,28,0,0,0,0,0,0,8085,1
5327_01,1,0,284,2,38,0,0,0,0,0,0,3160,0
5330_01,0,0,2323,2,20,0,0,0,708,101,0,6422,1
5331_01,0,0,2325,2,23,0,0,1,292,0,340,1932,0
5333_01,0,0,6343,2,48,0,456,0,39,0,5,7968,1
5334_01,0,1,6348,0,15,0,0,0,0,0,0,1113,1
5334_02,0,0,6348,2,30,0,0,674,39,0,10,7668,1
5337_01,2,0,2230,2,40,0,286,0,2299,12,305,6642,1
5340_01,0,0,6349,2,36,0,0,0,33,677,0,1566,0
5341_01,0,1,6351,2,20,0,0,0,0,0,0,4304,1
5343_01,2,0,1746,2,17,0,13,0,565,367,1,6449,0
5344_01,1,0,699,0,38,0,0,439,0,434,10074,6890,0
5344_02,1,1,699,0,38,0,0,0,0,0,0,2490,1
5345_01,2,0,1136,2,14,0,809,0,59,0,0,3146,0
5345_02,2,0,1748,2,29,0,134,0,6,1450,0,1903,0
5346_01,0,0,1749,2,21,0,37,0,31,696,63,7549,1
5347_01,1,0,701,2,18,0,0,3770,0,287,3491,646,0
5348_01,2,0,1137,2,26,0,164,0,853,0,39,5713,1
5350_01,1,0,704,2,35,0,25,866,0,3198,459,840,0
5351_01,2,0,2232,0,46,0,1082,80,1177,0,323,3903,0
5353_01,1,1,318,0,13,0,0,0,0,0,0,6470,1
5353_02,1,0,318,2,39,0,43,9365,144,0,118,8201,1
5354_01,2,0,1128,1,49,0,1690,0,85,0,0,6116,0
5354_02,2,0,1757,2,28,0,0,0,0,0,0,945,0
5355_01,0,0,2327,2,27,0,0,686,0,101,9,4687,1
5355_02,0,1,6347,2,21,0,0,0,174,0,0,8006,1
5356_01,0,0,1760,2,29,0,0,32,0,4517,0,4510,0
5359_01,0,0,2328,2,27,0,0,45,225,14,519,54,0
5360_01,2,1,2332,2,38,0,0,0,0,0,0,5725,1
5361_01,0,0,2334,1,18,0,0,458,0,150,0,2653,1
5362_01,1,1,1752,0,35,0,0,0,0,0,0,5504,1
5363_01,2,1,2335,2,37,0,0,0,0,0,0,2022,1
5365_01,0,0,1754,2,60,0,943,53,0,0,0,6371,0
5366_01,1,1,1756,2,31,0,0,0,0,0,0,776,1
5367_01,1,1,763,2,4,0,0,0,0,0,0,5556,1
5367_02,0,0,763,2,34,0,0,3195,0,102,1469,2340,1
5367_03,1,0,763,0,46,0,0,8221,0,1010,160,666,1
5368_01,0,0,6355,2,18,0,0,0,55,2288,1,414,0
5372_01,2,0,1763,2,38,0,225,0,363,7,3,1787,0
5374_01,0,0,2234,2,29,0,0,61,942,2,0,1457,1
5375_01,1,1,767,2,13,0,0,0,0,0,0,6934,1
5375_02,1,1,767,2,26,0,0,0,0,0,0,6407,1
5378_01,1,0,708,2,30,0,0,95,0,1202,5558,1620,0
5379_01,0,0,2238,2,42,0,0,0,8,3409,0,4793,0
5380_01,2,0,2337,2,36,0,386,0,756,6,0,3720,0
5383_01,0,0,2339,0,23,0,253,0,1175,3,305,4790,0
5384_01,1,0,99,2,34,1,0,5210,0,1332,2,6305,1
5384_02,1,0,99,2,26,0,0,4894,0,62,85,7370,1
5385_01,2,0,1139,2,31,0,2048,0,1040,136,0,3930,0
5387_01,2,0,1141,2,48,0,581,6,1,158,0,3581,0
5388_01,0,1,6357,2,10,0,0,0,0,311,0,7279,1
5389_01,2,0,2341,2,27,0,2,0,1320,0,26,6704,1
5389_02,2,0,2341,2,32,0,2497,0,101,0,0,7408,0
5390_01,0,1,6359,2,24,0,0,0,0,0,0,6705,1
5390_02,0,1,6359,1,20,0,0,0,0,0,0,5417,1
5390_03,0,0,2239,2,48,0,83,110,0,690,8,1328,1
5392_01,2,0,1765,2,35,1,628,6,528,136,0,8445,0
5394_01,2,0,1143,2,14,0,246,0,2153,0,0,1855,1
5395_01,2,0,1144,2,28,0,4,0,2574,0,0,3145,1
5396_01,2,0,2345,2,29,0,743,378,8,0,0,6729,0
5397_01,2,1,1130,2,42,0,0,0,0,0,0,6644,1
5397_02,2,1,1130,2,8,0,0,0,0,0,0,6412,1
5397_03,2,1,1130,0,30,0,0,0,0,0,0,7193,1
5401_01,0,0,6350,2,44,0,0,0,5,30,777,7009,0
5402_01,2,0,2241,2,40,0,1269,0,75,0,4,2036,0
5404_01,0,0,2348,2,38,0,766,38,0,0,0,1139,0
5406_01,0,0,2242,1,22,0,2,46,0,483,67,7012,0
5408_01,2,0,1146,2,32,0,1781,0,654,580,0,5737,0
5408_02,2,0,1146,2,16,0,2116,0,350,0,901,3023,0
5410_01,2,0,1132,2,33,0,748,130,1047,458,0,7405,0
5411_01,1,0,320,2,38,0,20,3960,153,280,1674,422,0
5412_01,0,0,6354,2,23,0,0,806,0,2,0,2817,1
5413_01,0,0,6356,2,16,0,3,595,0,9,321,5085,1
5414_01,0,0,6358,1,16,0,481,0,166,0,122,4844,0
5414_02,0,0,6358,2,11,0,0,0,0,0,0,1391,0
5414_03,0,0,2350,2,22,0,0,824,0,0,411,1701,0
5414_04,0,0,2350,2,43,0,0,0,0,0,1544,2535,0
5414_05,0,1,6358,1,20,0,0,0,0,0,0,998,1
5415_01,0,0,2352,2,22,0,0,747,8,0,314,5193,0
5416_01,2,0,2354,2,0,0,0,458,0,0,0,8176,1
5416_02,2,0,1759,2,30,0,138,0,208,952,0,6338,0
5416_03,2,1,2354,2,18,0,0,0,0,0,0,2516,1
5416_04,2,0,2354,0,0,0,0,0,174,0,0,7758,1
5418_01,2,0,1770,2,41,0,164,0,1115,1,18,5815,0
5420_01,0,0,2244,2,39,0,0,829,0,1,0,3232,1
5421_01,0,0,6361,2,37,0,389,0,1,3369,3,1523,0
5422_01,1,1,1133,0,26,0,0,0,0,311,0,6297,1
5423_01,2,0,2357,2,49,0,552,0,7,0,183,375,0
5423_02,2,0,1761,2,28,0,142,0,1878,62,0,1993,1
5424_01,2,0,2358,1,13,0,358,65,599,676,0,1762,0
5424_02,0,0,1762,2,64,0,469,700,2,1,0,2344,0
5425_01,0,0,2245,1,24,0,1,0,11,0,734,414,0
5427_01,0,1,2360,2,18,0,0,0,0,0,0,3129,1
5427_02,2,0,2360,2,18,0,3458,0,216,0,0,6113,0
5427_03,2,0,2360,2,25,0,948,0,1,170,0,1989,0
5430_01,0,1,6360,2,19,0,0,0,0,0,0,4035,0
5431_01,0,0,1772,0,33,0,2,0,0,311,720,4482,1
5434_01,0,1,6362,2,29,0,0,0,0,0,0,3735,1
5435_01,2,0,2364,2,50,0,846,0,280,280,0,2964,0
5436_01,0,0,6156,2,30,0,0,0,0,2,827,4000,0
5437_01,2,0,2367,2,44,0,1267,18,0,3,0,5818,1
5438_01,0,1,6363,1,52,0,0,0,0,0,0,2833,0
5440_01,0,1,6364,2,7,0,0,0,0,0,0,7609,1
5440_02,0,0,2248,0,30,0,0,59,18,639,0,2010,0
5440_03,0,0,2248,2,27,0,1109,0,0,0,0,1375,0
5441_01,1,1,322,0,24,0,0,0,0,0,0,6525,1
5443_01,0,0,2369,0,13,0,4,99,1,0,595,3171,0
5445_01,0,0,2370,2,61,0,0,53,813,3,0,5588,0
5446_01,0,1,6365,2,32,0,0,0,174,0,0,4183,1
5447_01,2,1,2371,0,17,0,0,0,0,0,0,7340,1
5447_02,2,0,2371,2,36,0,0,0,0,0,0,6339,1
5450_01,0,1,6366,1,16,0,0,0,0,0,0,6858,1
5451_01,0,0,2373,1,21,0,0,697,0,0,0,73,1
5452_01,1,0,768,2,24,0,0,0,0,0,0,2620,1
5453_01,0,0,2250,0,28,0,0,9,0,1114,5,2732,0
5454_01,2,0,1764,2,29,0,848,1497,2,0,0,6034,0
5455_01,2,0,1766,0,13,0,9920,0,180,130,571,7986,0
5457_01,0,0,2375,2,39,0,0,1,0,739,0,2734,0
5458_01,0,0,1773,2,24,0,0,0,980,7,0,8121,0
5459_01,1,0,770,2,38,0,0,347,0,1545,2187,4138,0
5462_01,2,0,2378,2,20,0,489,126,663,214,0,4815,0
5463_01,0,0,2252,2,21,0,724,0,0,0,0,4826,1
5465_01,2,0,2380,2,27,0,1,1,2196,372,0,7343,0
5465_02,0,0,2380,2,49,0,226,11,2,1580,0,1785,0
5465_03,2,1,2380,2,6,0,0,0,0,0,0,4152,1
5466_01,1,1,287,0,41,0,0,0,0,0,0,5558,1
5466_02,1,0,287,0,33,1,0,1473,1089,5700,1466,5495,0
5466_03,1,0,287,2,6,0,0,0,0,0,0,154,1
5466_04,1,0,287,0,35,0,0,4618,0,324,12061,811,0
5466_05,1,0,287,2,46,0,0,4524,174,243,7730,925,0
5467_01,0,0,2254,2,31,0,2703,21,0,0,1,2941,0
5468_01,1,1,324,2,32,0,0,0,0,0,0,1293,1
5469_01,1,1,71,0,31,0,225,0,0,0,0,4634,1
5470_01,0,1,6368,2,20,0,225,0,0,0,0,3108,0
5471_01,0,0,6367,2,57,0,685,458,0,0,305,4235,0
5472_01,0,0,2255,1,37,0,0,0,559,11,0,4163,1
5474_01,0,1,6156,2,21,0,0,0,174,0,0,7693,1
5475_01,0,0,2383,2,43,0,0,0,1,311,0,7264,0
5476_01,0,0,6369,2,49,0,1020,0,2,2,0,6860,1
5477_01,0,0,6371,2,17,0,0,150,166,570,0,3306,1
5478_01,2,0,2256,2,29,0,518,0,10,1245,0,3917,0
5479_01,0,1,6373,0,36,0,0,0,0,0,0,7730,1
5480_01,1,0,6156,2,37,0,31,9307,0,904,11213,878,0
5483_01,0,0,2385,1,17,0,2,0,0,0,681,5812,0
5484_01,2,1,2259,0,45,0,0,0,0,0,0,5387,1
5485_01,0,0,6370,2,20,0,0,9,82,14,704,4675,0
5487_01,2,1,2387,2,24,0,0,0,0,0,0,3055,1
5488_01,1,1,288,2,28,0,0,0,0,0,0,7490,1
5488_02,1,0,288,2,15,0,0,22,6805,0,531,42,1
5488_03,1,0,288,2,53,0,0,6634,0,5047,108,4753,0
5488_04,1,1,288,2,51,0,0,0,0,0,0,8198,1
5489_01,0,1,6372,2,14,0,0,0,0,0,305,3376,1
5489_02,0,1,6372,2,1,0,0,0,0,0,0,1057,0
5490_01,2,0,2388,2,26,0,665,76,174,1478,0,3557,0
5491_01,0,0,6375,2,20,0,0,0,499,285,103,635,0
5492_01,0,0,2262,2,23,0,0,551,59,720,14,4649,0
5494_01,0,0,2263,2,22,0,658,0,0,161,3,7772,1
5496_01,0,1,6374,0,22,0,0,0,0,0,0,8163,1
5497_01,1,1,327,2,13,0,0,0,0,0,0,7516,1
5497_02,1,0,327,2,28,0,0,0,0,0,0,2522,1
5499_01,0,1,6377,2,40,0,0,0,0,0,0,1326,1
5500_01,2,0,1147,0,21,0,4027,0,47,83,0,933,0
5501_01,0,0,6379,2,35,0,702,104,5,76,0,1438,1
5504_01,0,0,2394,2,22,0,142,1307,0,0,0,3541,0
5506_01,1,1,1135,2,37,0,0,0,0,0,0,6233,1
5507_01,2,0,1776,2,21,0,0,0,0,0,0,1178,0
5508_01,0,0,6156,2,50,0,0,358,0,620,4,5319,0
5509_01,0,0,2265,2,27,0,0,0,800,0,0,326,1
5510_01,0,1,6381,2,20,0,0,0,0,0,0,7237,1
5511_01,0,1,6376,2,15,0,0,0,0,0,0,4845,1
5511_02,0,0,1767,1,25,0,39,458,169,20,1403,5444,0
5512_01,1,0,102,0,31,0,0,225,0,301,4090,3076,0
5512_02,1,0,328,0,29,0,0,8162,1044,699,46,6788,1
5514_01,0,1,6383,2,18,0,0,0,0,0,0,1350,1
5514_02,0,1,6383,1,2,0,225,0,0,0,0,7029,1
5514_03,0,0,6383,2,27,0,0,6,0,814,107,7766,1
5514_04,0,0,6383,2,0,0,0,0,0,0,305,4394,1
5515_01,0,0,2396,2,22,0,758,0,46,0,0,3040,0
5517_01,2,0,1778,2,29,0,0,0,0,0,0,7824,0
5520_01,0,0,6387,2,56,0,0,4,778,0,0,7961,1
5521_01,0,0,2269,2,28,0,0,0,0,676,124,4065,0
5522_01,0,0,1779,0,42,0,31,0,0,635,0,1536,1
5522_02,0,0,2271,2,20,0,0,0,0,703,0,6071,1
5522_03,0,0,2271,2,27,0,508,585,9,311,0,2593,1
5523_01,0,0,6378,1,29,0,0,0,20,0,402,6618,0
5524_01,0,0,2273,0,36,0,85,0,545,15,0,5466,1
5526_01,0,0,2275,2,23,0,0,0,4,145,305,4627,0
5526_02,0,1,6389,2,64,0,0,0,0,0,0,2611,1
5527_01,0,0,6380,2,19,0,1,1,174,0,1755,6105,0
5527_02,0,1,6380,0,1,0,0,0,0,0,0,1027,0
5527_03,0,1,6380,2,49,0,225,0,0,0,0,414,0
5527_04,0,1,6380,0,0,0,0,0,0,0,0,360,1
5528_01,0,0,2398,2,18,0,0,288,35,0,435,3698,0
5529_01,1,0,710,0,39,0,5645,132,0,1,1814,6766,0
5530_01,2,0,1768,2,37,0,10,20,868,115,0,2546,0
5530_02,2,1,2400,2,44,0,0,0,0,0,0,5711,1
5531_01,2,0,2402,1,43,0,817,0,617,0,0,7258,0
5531_02,2,1,2402,2,33,0,0,0,0,0,0,3596,1
5535_01,0,0,6392,2,20,0,41,222,0,43,601,5971,1
5535_02,0,0,6392,2,0,0,0,0,0,0,0,5472,1
5535_03,0,0,6392,0,4,0,0,0,0,0,0,1199,1
5536_01,2,1,2277,2,20,0,0,0,0,0,0,8099,1
5537_01,2,0,2279,2,50,0,690,0,30,762,428,3857,0
5538_01,2,1,2404,2,47,0,0,0,0,0,0,2296,1
5538_02,2,1,2404,2,17,0,0,0,0,0,0,3914,1
5539_01,1,0,290,2,26,0,0,1583,0,232,8040,7493,0
5540_01,0,0,1784,2,21,0,39,360,0,311,0,1098,1
5541_01,2,1,2406,2,20,0,0,0,0,0,305,1937,1
5543_01,1,1,711,2,26,0,0,0,0,0,0,3794,1
5544_01,2,0,2409,2,29,1,1565,0,0,0,145,5603,0
5545_01,0,0,6394,1,34,0,0,0,693,3,77,2861,1
5545_02,0,1,6394,2,11,0,0,0,0,0,0,6830,1
5545_03,0,1,6394,2,0,0,0,0,0,0,0,5829,1
5546_01,1,0,1149,0,28,0,550,5203,0,2244,1624,8150,0
5550_01,0,0,6396,2,33,0,127,745,9,0,0,6665,1
5551_01,0,1,6382,2,22,0,0,0,0,0,0,6538,1
5552_01,2,0,2412,2,28,0,0,0,0,0,0,7121,0
5552_02,2,1,2412,2,11,0,0,0,0,0,0,6035,1
5552_03,2,0,2412,2,60,0,51,10,754,1412,137,1745,0
5555_01,0,0,6397,2,43,0,1,0,213,7,701,8341,1
5556_01,0,0,1785,2,27,0,0,1,667,897,43,4423,0
5557_01,0,1,6386,2,37,0,0,0,0,0,0,4270,1
5559_01,0,1,6399,0,23,0,0,0,0,0,0,414,1
5560_01,2,0,1138,2,57,0,1696,0,1006,0,27,7904,0
5561_01,1,1,73,2,29,0,0,0,0,0,0,2332,1
5561_02,1,0,73,2,28,0,0,175,0,214,7461,1625,0
5561_03,1,0,73,2,42,0,0,890,2929,352,4898,3399,0
5561_04,1,0,73,2,43,0,7,494,2473,443,71,578,0
5563_01,1,1,713,2,26,0,0,0,0,0,0,5250,1
5566_01,1,0,1769,0,72,0,2445,3023,0,704,20,3403,0
5568_01,1,0,291,2,49,0,0,3991,298,289,2740,8352,0
5568_02,1,1,291,0,29,1,0,0,0,0,0,5500,1
5569_01,0,1,6388,2,18,0,0,0,0,0,0,1307,0
5571_01,0,0,6406,0,26,0,0,406,0,0,503,2191,1
5572_01,2,1,2414,0,19,0,0,0,0,0,0,3318,1
5573_01,0,0,2416,0,18,0,749,0,74,0,0,5325,0
5574_01,0,0,2418,0,14,0,714,237,0,587,1,2379,0
5575_01,2,0,2419,2,44,0,583,0,222,0,1560,946,0
5575_02,2,1,2419,2,34,0,0,0,0,0,0,3767,1
5578_01,0,1,6390,0,18,0,0,0,0,0,0,8013,1
5580_01,0,1,6409,1,36,0,0,0,0,0,0,504,1
5581_01,1,1,329,0,27,0,0,0,0,0,305,379,1
5582_01,0,0,6391,2,35,0,753,335,1,348,0,6134,0
5583_01,1,0,1140,2,52,0,5,3514,31,601,13,7511,1
5585_01,0,0,6393,1,22,0,688,5,80,0,0,7975,0
5585_02,0,0,2421,2,34,0,245,0,542,0,19,7993,1
5586_01,0,0,6395,1,37,0,0,0,6,746,1,2584,0
5587_01,0,0,2422,0,22,0,654,2,83,0,0,2278,0
5589_01,0,0,2424,2,26,0,0,786,0,11,83,2990,1
5591_01,0,0,1788,0,14,0,590,9,0,0,192,2629,0
5592_01,2,1,2426,0,53,0,0,0,0,0,0,8278,1
5594_01,0,0,2429,2,17,0,0,823,0,1168,14,8014,0
5595_01,0,0,2283,2,30,0,0,1,0,870,0,7162,0
5596_01,1,0,1152,2,65,0,0,722,302,103,2659,5749,0
5598_01,0,0,6411,2,19,0,0,0,500,2,208,5144,1
5599_01,1,0,1789,0,36,0,380,686,0,295,1247,6905,0
5601_01,0,1,6412,2,3,0,0,0,0,0,0,1109,1
5601_02,0,0,6412,2,6,0,0,0,0,0,0,3036,1
5601_03,0,0,6156,0,4,0,0,0,0,0,0,4166,1
5601_04,0,0,2284,2,21,0,958,1668,82,0,78,7983,1
5601_05,0,1,6412,0,8,0,0,0,0,0,0,5414,1
5602_01,1,1,295,2,35,0,0,0,0,0,0,1572,1
5602_02,1,0,295,0,18,0,0,3268,0,436,342,3639,1
5603_01,0,0,1790,2,34,0,170,1256,0,3926,7121,4729,0
5606_01,1,1,331,0,45,0,0,0,0,0,0,261,1
5606_02,1,0,331,2,31,0,0,1219,7,104,1082,1282,1
5608_01,0,0,2431,2,14,0,30,757,115,0,0,7155,1
5609_01,0,0,6398,2,23,0,765,5,0,0,0,1346,0
5610_01,1,1,332,2,61,0,0,0,0,0,0,7440,1
5610_02,1,0,332,0,54,1,0,7996,0,4549,10206,838,0
5611_01,1,1,1142,2,28,0,0,0,0,0,0,5427,1
5611_02,1,0,1142,2,46,0,0,3477,0,1,5543,3563,0
5613_01,0,0,2288,2,32,0,125,874,0,180,1,4854,1
5614_01,0,1,6415,0,49,0,0,0,0,0,0,7916,1
5615_01,0,1,6417,0,20,0,0,0,0,0,0,7741,1
5616_01,0,0,2290,1,25,0,458,240,0,239,0,8393,1
5618_01,0,0,2292,2,19,0,0,785,0,0,19,4253,1
5619_01,0,1,6418,0,28,0,0,0,0,0,0,3451,1
5622_01,0,0,2294,2,68,0,0,0,970,0,0,4254,1
5623_01,0,1,6400,2,16,0,0,0,0,0,0,3817,1
5625_01,2,1,1774,2,19,0,0,0,0,0,0,7867,0
5625_02,2,0,1774,1,49,0,0,0,0,0,0,2021,0
5625_03,2,0,1774,2,15,0,890,9,0,1250,57,5595,0
5625_04,2,1,1774,2,26,0,0,0,0,0,0,7806,1
5625_05,2,0,1774,2,22,0,804,0,378,0,0,414,0
5626_01,0,1,6423,1,23,0,0,0,0,0,0,2994,1
5627_01,0,0,6401,2,31,0,0,0,0,0,0,5927,0
5628_01,0,1,6405,2,27,0,0,0,0,0,0,2506,0
5629_01,0,1,6407,2,28,0,0,458,0,0,0,4217,1
5631_01,0,0,2433,2,20,0,47,0,0,0,2711,1015,0
5637_01,0,0,2436,2,43,0,1,8,0,0,715,7163,0
5639_01,0,0,6426,2,22,0,19,9,0,0,594,1016,1
5640_01,1,1,1793,2,27,0,0,0,0,0,0,4551,1
5642_01,1,1,334,2,35,0,0,0,0,0,0,3278,1
5642_02,1,1,6156,0,37,0,0,0,0,0,0,4093,1
5643_01,2,0,2296,2,24,0,158,0,1594,1,0,4823,1
5643_02,2,0,2296,0,18,0,2803,0,17,0,0,414,0
5643_03,2,0,2296,2,15,0,643,0,45,0,10,2501,0
5644_01,2,0,2437,2,28,0,1909,0,0,0,6,3598,0
5645_01,0,0,2298,2,24,0,0,117,2134,0,0,6078,1
5646_01,2,1,2300,0,39,0,0,0,0,0,0,414,1
5647_01,1,1,715,2,35,0,0,458,0,0,305,2478,1
5647_02,1,0,715,0,52,0,0,1425,31,0,1320,1631,1
5647_03,1,0,715,2,48,0,0,458,0,2851,1478,5267,0
5648_01,1,0,717,0,27,0,332,918,0,5,4817,2525,0
5648_02,1,0,717,0,50,0,0,103,0,240,8221,7934,0
5650_01,0,0,6408,2,24,0,56,22,285,1453,0,2729,0
5651_01,0,0,6428,1,26,0,807,0,0,0,40,4685,1
5652_01,0,0,2442,2,24,0,215,0,0,0,350,2799,0
5653_01,0,1,6410,2,15,0,0,0,0,0,0,3703,0
5655_01,0,0,2443,1,42,0,1188,39,3,3,0,4827,0
5659_01,0,0,2447,2,51,0,0,0,0,0,880,4939,0
5661_01,0,0,1775,1,43,0,635,53,0,3,0,2601,1
5661_02,0,1,6413,0,31,0,0,0,0,0,0,7970,0
5662_01,0,1,6430,2,14,0,0,0,0,0,0,237,1
5662_02,0,0,2303,2,31,0,13,0,0,679,0,4580,0
5663_01,1,0,106,2,33,0,0,1513,5,63,144,435,1
5667_01,0,0,6414,0,21,0,0,496,0,3867,30,5716,0
5671_01,0,0,6416,2,13,0,56,1706,15,0,23,1097,0
5673_01,0,0,2306,2,29,0,286,545,174,0,0,6151,1
5674_01,1,0,336,2,22,0,0,11594,0,10247,1,402,0
5677_01,2,0,1777,2,22,0,1035,0,264,0,0,3908,0
5679_01,0,1,6436,1,18,0,0,0,0,0,0,5044,1
5679_02,0,1,6436,0,35,0,0,0,0,0,0,7066,1
5679_03,0,1,6436,2,20,0,0,0,0,0,0,4260,1
5680_01,0,0,1780,2,18,0,0,0,1609,0,0,6753,1
5681_01,0,1,6438,2,66,0,0,0,0,0,0,4392,1
5684_01,0,1,338,2,33,0,0,0,0,0,0,8415,1
5684_02,1,1,338,0,48,0,0,0,0,0,0,896,1
5684_03,1,0,338,0,38,0,0,1198,48,278,1244,3273,0
5684_04,1,1,338,2,62,0,0,0,0,0,0,6059,1
5685_01,0,1,6421,2,19,0,0,0,0,0,0,3982,0
5686_01,2,0,6156,0,44,0,2267,0,107,0,0,5034,0
5686_02,2,0,1154,0,25,0,1410,123,26,9,812,6283,0
5687_01,0,0,2452,2,15,0,348,1627,0,0,0,2816,0
5688_01,0,0,2308,2,20,0,12,177,1110,0,0,4088,1
5689_01,0,0,2456,2,34,0,233,0,0,1054,156,6433,0
5692_01,2,0,1783,2,23,0,821,0,863,664,0,5453,0
5693_01,0,0,2312,2,45,0,0,0,2332,84,0,3809,1
5695_01,0,1,6440,2,39,0,0,0,0,0,0,1333,1
5696_01,0,1,6422,1,33,0,0,0,0,0,0,4200,1
5698_01,0,0,2313,2,14,0,0,0,325,247,305,5877,0
5698_02,0,0,6441,2,26,0,178,0,3,0,704,414,1
5700_01,0,1,6443,2,47,0,0,0,0,0,0,1930,1
5701_01,2,1,1145,2,29,0,0,0,0,0,0,1477,1
5702_01,0,1,6424,0,28,0,0,0,0,0,0,4609,1
5704_01,0,1,6425,2,22,0,0,0,174,0,0,5446,1
5705_01,0,1,6444,2,17,0,0,0,0,0,0,4945,1
5706_01,0,0,2317,2,16,0,0,458,725,0,0,5993,1
5706_02,0,0,6446,2,9,0,0,0,0,0,305,7853,1
5707_01,0,0,2319,2,15,0,0,0,973,29,0,2757,1
